# Wiktionary topic vocabulary, one row per headword: the word (multi-word phrases carry
# underscores, the written form the bundled WordNet resources use) and the union of topic
# labels across its senses, comma-separated. The dictionary saying which domains claim the
# word — membership is a vote's evidence, never a decision.
#
# Name: Wiktionary topic vocabulary
# Publisher: Wiktionary, through wiktextract at kaikki.org
# Kind: words
# Source: Wiktionary (https://en.wiktionary.org/), read from the wiktextract JSONL published
#   at kaikki.org (https://kaikki.org/dictionary/English/); Tatu Ylonen: "Wiktextract:
#   Wiktionary as Machine-Readable Structured Data", LREC 2022.
# Licence: this data file is derived from Wiktionary content and is distributed under
#   CC BY-SA (https://creativecommons.org/licenses/by-sa/4.0/). The licence attaches to
#   this file, not to the code that reads or produced it.
# Generated by WiktionaryExtraction: 185768 words.
10base5	computing,engineering,mathematics,natural-sciences,physical-sciences,sciences
10k	athletics,hobbies,lifestyle,sports
10th_cir.	law
10xer	business
11	ball-games,cricket,games,hobbies,lifestyle,soccer,sports
11-deoxycorticosterone	biochemistry,biology,chemistry,microbiology,natural-sciences,physical-sciences
11-gon	geometry,mathematics,sciences
11_bang-bang	government,military,politics,war
11_bulletstopper	government,military,politics,war
11_bush	government,military,politics,war
11_downing_street	government,politics
11_o'clock_number	entertainment,lifestyle,theater
11b	government,military,politics,war
11th_cir.	law
12	hobbies,lifestyle,skiing,snowboarding,sports
12-9	transport
12-crown-4	chemistry,natural-sciences,organic-chemistry,physical-sciences
12-foot	ball-games,curling,games,hobbies,lifestyle,sports
12-gon	geometry,mathematics,sciences
12/8	entertainment,lifestyle,music
120-cell	geometry,mathematics,sciences
121_george_street	Christianity
125	rail-transport,railways,transport
128th_note	entertainment,lifestyle,music
12ga	engineering,firearms,government,military,natural-sciences,physical-sciences,politics,tools,war,weaponry
12mo	media,printing,publishing
13-gon	geometry,mathematics,sciences
14	hobbies,lifestyle,skiing,snowboarding,sports
14-gon	geometry,mathematics,sciences
140	entertainment,lifestyle,music
147	ball-games,games,hobbies,lifestyle,snooker,sports
15-crown-5	chemistry,natural-sciences,organic-chemistry,physical-sciences
15-gon	geometry,mathematics,sciences
1500_metres	athletics,hobbies,lifestyle,sports
16	dancing,entertainment,hip-hop,hobbies,lifestyle,music,skiing,snowboarding,sports
16-cell	geometry,mathematics,sciences
16-gon	geometry,mathematics,sciences
163rd_game	ball-games,baseball,games,hobbies,lifestyle,sports
16mo	media,printing,publishing
16th_note	entertainment,lifestyle,music
17-gon	geometry,mathematics,sciences
18	hobbies,lifestyle,skiing,snowboarding,sports
18-crown-6	chemistry,natural-sciences,organic-chemistry,physical-sciences
18-gon	geometry,mathematics,sciences
18-yard_box	ball-games,games,hobbies,lifestyle,soccer,sports
18-yard_line	ball-games,games,hobbies,lifestyle,soccer,sports
180	hobbies,lifestyle,sports
180-degree_rule	broadcasting,film,media,television
1800s	hobbies,lifestyle,snowboarding,sports
18650	business,electrical-engineering,electricity,electromagnetism,electronics,energy,engineering,natural-sciences,physical-sciences,physics
18_holes	hobbies,lifestyle,sports
18mo	media,printing,publishing
19	hobbies,lifestyle,snowboarding,sports
19-gon	geometry,mathematics,sciences
1980	hobbies,lifestyle,snowboarding,sports
1980s	hobbies,lifestyle,snowboarding,sports
1986_act_tenancy	law,property
1992	economics,sciences
1_chronicles	biblical,lifestyle,religion
1_corinthians	biblical,lifestyle,religion
1_john	biblical,lifestyle,religion
1_kings	biblical,lifestyle,religion
1_peter	biblical,lifestyle,religion
1_samuel	biblical,lifestyle,religion
1_thessalonians	biblical,lifestyle,religion
1_timothy	biblical,lifestyle,religion
1a	government,politics
1aess	communications,electrical-engineering,engineering,natural-sciences,physical-sciences,telecommunications,telephony
1ancp	computing,engineering,mathematics,natural-sciences,networking,physical-sciences,sciences
1ases	computing,engineering,mathematics,natural-sciences,networking,physical-sciences,sciences
1avss	communications,electrical-engineering,engineering,natural-sciences,physical-sciences,telecommunications,telephony
1b	ball-games,baseball,games,hobbies,lifestyle,sports
1b1t	government,military,politics,war
1bh	ball-games,baseball,games,hobbies,lifestyle,sports
1cc	video-games
1co-co1	rail-transport,railways,transport
1d	American-football,ball-games,football,games,hobbies,lifestyle,sports
1dr	computing,engineering,mathematics,natural-sciences,physical-sciences,sciences
1eax	communications,electrical-engineering,engineering,natural-sciences,physical-sciences,telecommunications,telephony
1ess	communications,electrical-engineering,engineering,natural-sciences,physical-sciences,telecommunications,telephony
1g1r	video-games
1gbc	communications,electrical-engineering,engineering,natural-sciences,physical-sciences,telecommunications,telephony
1gl	computing,engineering,mathematics,natural-sciences,physical-sciences,programming,sciences
1h4	entertainment,lifestyle,theater
1h6	entertainment,lifestyle,theater
1lc	video-games
1mm	computing,engineering,mathematics,natural-sciences,networking,physical-sciences,sciences
1mms	computing,engineering,mathematics,natural-sciences,networking,physical-sciences,sciences
1mr	communications,electrical-engineering,engineering,natural-sciences,physical-sciences,telecommunications
1ncp	computing,engineering,mathematics,natural-sciences,networking,physical-sciences,sciences
1ot	hobbies,lifestyle,sports
1pp	grammar,human-sciences,linguistics,sciences
1st_cir.	law
1tbs	computing,engineering,mathematics,natural-sciences,physical-sciences,programming,sciences
1v1	hobbies,lifestyle,sports,video-games
2+1_road	transport
2,4-d	chemistry,natural-sciences,organic-chemistry,physical-sciences
2,4-dnph	chemistry,natural-sciences,organic-chemistry,physical-sciences
2-1_road	transport
2-2-6	ball-games,games,hobbies,lifestyle,soccer,sports
2-3-4_tree	computing,computing-theory,engineering,mathematics,natural-sciences,physical-sciences,sciences
2-3_tree	computing,computing-theory,engineering,mathematics,natural-sciences,physical-sciences,sciences
2-6-4	rail-transport,railways,transport
2-benzylbenzimidazole	chemistry,natural-sciences,physical-sciences
2-butanone	chemistry,natural-sciences,organic-chemistry,physical-sciences
2-methyl-1,3-butadiene	chemistry,natural-sciences,organic-chemistry,physical-sciences
2-methyl-2-propenoic_acid	chemistry,natural-sciences,organic-chemistry,physical-sciences
2-methylbutane	chemistry,natural-sciences,organic-chemistry,physical-sciences
2-methylpropane	chemistry,natural-sciences,organic-chemistry,physical-sciences
2-omino	geometry,mathematics,sciences
2-step_garage	entertainment,lifestyle,music
2-up	media,printing,publishing,video-games
2.5d	broadcasting,computer-graphics,computing,drama,dramaturgy,engineering,entertainment,film,lifestyle,mathematics,media,natural-sciences,physical-sciences,sciences,television,theater,video-games
2.5d_musical	broadcasting,drama,dramaturgy,entertainment,film,lifestyle,media,television,theater
2.5g	communications,electrical-engineering,engineering,mobile-telephony,natural-sciences,physical-sciences,telecommunications,telephony
2.75g	communications,electrical-engineering,engineering,mobile-telephony,natural-sciences,physical-sciences,telecommunications,telephony
2/2	entertainment,lifestyle,music
2/4	entertainment,lifestyle,music
20%_cooler	lifestyle
20-gon	geometry,mathematics,sciences
200-gon	geometry,mathematics,sciences
200_metres	athletics,hobbies,lifestyle,sports
200step	entertainment,lifestyle,music
201	government,military,politics,war
2048	video-games
20k	athletics,hobbies,lifestyle,sports
21-gon	geometry,mathematics,sciences
2170	business,electrical-engineering,electricity,electromagnetism,electronics,energy,engineering,natural-sciences,physical-sciences,physics
22	ball-games,engineering,firearms,games,government,hobbies,lifestyle,military,natural-sciences,physical-sciences,politics,rugby,sports,tools,war,weaponry
22-degree_halo	climatology,meteorology,natural-sciences
22-gon	geometry,mathematics,sciences
22°_halo	climatology,meteorology,natural-sciences
23-gon	geometry,mathematics,sciences
24-cell	geometry,mathematics,sciences
24-gon	geometry,mathematics,sciences
24/7	BDSM,lifestyle,sexuality
24mo	media,printing,publishing
2547	government,politics
256th_note	entertainment,lifestyle,music
2_chronicles	biblical,lifestyle,religion
2_corinthians	biblical,lifestyle,religion
2_joh.	biblical,lifestyle,religion
2_john	biblical,lifestyle,religion
2_kings	biblical,lifestyle,religion
2_l	law
2_peter	biblical,lifestyle,religion
2_samuel	biblical,lifestyle,religion
2_thessalonians	biblical,lifestyle,religion
2_timothy	biblical,lifestyle,religion
2a	government,politics
2b	ball-games,baseball,games,hobbies,lifestyle,sports
2c-x	medicine,pharmacology,sciences
2d	lifestyle
2d_cir.	law
2dm	engineering,natural-sciences,physical-sciences
2dr	computing,engineering,mathematics,natural-sciences,physical-sciences,sciences
2e	education,human-sciences,psychology,sciences
2g	communications,electrical-engineering,engineering,mobile-telephony,natural-sciences,physical-sciences,telecommunications,telephony
2gl	computing,engineering,mathematics,natural-sciences,physical-sciences,programming,sciences
2l	law
2mass	astronomy,natural-sciences
2ot	hobbies,lifestyle,sports
2pl	computing,databases,engineering,mathematics,natural-sciences,physical-sciences,sciences
2pp	grammar,human-sciences,linguistics,sciences
2sls	mathematics,sciences,statistics
3-1-1	communications,electrical-engineering,engineering,natural-sciences,physical-sciences,telecommunications,telephony
3-2-1	computing,engineering,mathematics,natural-sciences,physical-sciences,sciences
3-clause	computing,engineering,mathematics,natural-sciences,physical-sciences,sciences,software
3.5%_rule	government,politics
3/4	entertainment,lifestyle,music
30	communications,electrical-engineering,engineering,natural-sciences,physical-sciences,telecommunications
30-gon	geometry,mathematics,sciences
303	engineering,entertainment,firearms,government,lifestyle,military,music,natural-sciences,physical-sciences,politics,tools,war,weaponry
311	communications,electrical-engineering,engineering,natural-sciences,physical-sciences,telecommunications,telephony
32-gon	geometry,mathematics,sciences
32mo	media,printing,publishing
32nd_note	entertainment,lifestyle,music
34-gon	geometry,mathematics,sciences
360	business,hobbies,lifestyle,sports,surfing,video-games
360_degree_feedback	business
360_noscope	video-games
3_john	biblical,lifestyle,religion
3_kings	biblical,lifestyle,religion
3b	ball-games,baseball,games,hobbies,lifestyle,medicine,oncology,sciences,sports
3d	lifestyle,literature,media,publishing,science-fiction
3d_cir.	law
3d_ic	business,electrical-engineering,electricity,electromagnetism,electronics,energy,engineering,natural-sciences,physical-sciences,physics
3d_pen	art,arts
3d_print	media,printing,publishing
3d_printer	media,printing,publishing
3des	computing,cryptography,engineering,mathematics,natural-sciences,physical-sciences,sciences
3dnow!	computing,engineering,mathematics,natural-sciences,physical-sciences,sciences
3ds	video-games
3ftx	biochemistry,biology,chemistry,microbiology,natural-sciences,physical-sciences
3g	communications,electrical-engineering,engineering,mobile-telephony,natural-sciences,physical-sciences,telecommunications,telephony
3gl	computing,engineering,mathematics,natural-sciences,physical-sciences,programming,sciences
3gpp	business,electrical-engineering,electricity,electromagnetism,electronics,energy,engineering,natural-sciences,physical-sciences,physics
3lod	business,finance
3ot	hobbies,lifestyle,sports
3pp	grammar,human-sciences,linguistics,sciences
3qt	hobbies,lifestyle,sports
3r	government,politics
3x3_basketball	hobbies,lifestyle,sports
3′_end	biochemistry,biology,chemistry,genetics,medicine,microbiology,natural-sciences,physical-sciences,sciences
4-1-1	communications,electrical-engineering,engineering,natural-sciences,physical-sciences,telecommunications,telephony
4-2-4	ball-games,games,hobbies,lifestyle,soccer,sports
4-3-3	ball-games,games,hobbies,lifestyle,soccer,sports
4-4-2	ball-games,games,hobbies,lifestyle,soccer,sports
4-5-1	ball-games,games,hobbies,lifestyle,soccer,sports
4-6-2	rail-transport,railways,transport
4-carbomethoxyfentanyl	chemistry,medicine,natural-sciences,organic-chemistry,pharmacology,physical-sciences,sciences
4-cube	geometry,mathematics,sciences
4-fluoroamphetamine	chemistry,natural-sciences,organic-chemistry,physical-sciences
4-foot	ball-games,curling,games,hobbies,lifestyle,rail-transport,railways,sports,transport
4-gon	geometry,mathematics,sciences
4-l	law
4-methylumbelliferylguanidinobenzoate	chemistry,natural-sciences,organic-chemistry,physical-sciences
4-polytope	geometry,mathematics,sciences
4/4	entertainment,lifestyle,music
40%_keyboard	computing,engineering,mathematics,natural-sciences,physical-sciences,sciences
40-gon	geometry,mathematics,sciences
400_metres	athletics,hobbies,lifestyle,sports
404	computing,engineering,mathematics,natural-sciences,physical-sciences,sciences
40_burger	hobbies,lifestyle,sports
40_mike-mike	government,military,politics,war
40k	literature,media,publishing,science-fiction
411	communications,electrical-engineering,engineering,natural-sciences,physical-sciences,telecommunications,telephony
42-gon	geometry,mathematics,sciences
440	athletics,automotive,hobbies,lifestyle,sports,transport,vehicles
440-yard_dash	athletics,hobbies,lifestyle,sports
45	government,politics
46	government,politics
46-gon	geometry,mathematics,sciences
47	government,politics
48	government,politics
48mo	media,printing,publishing
49er	American-football,ball-games,football,games,hobbies,lifestyle,nautical,sports,transport
4_kings	biblical,lifestyle,religion
4bbb	golf,hobbies,lifestyle,sports
4d	lifestyle
4dr	computing,engineering,mathematics,natural-sciences,physical-sciences,sciences
4f	government,military,politics,war
4fer	government,military,politics,war
4g	communications,electrical-engineering,engineering,mobile-telephony,natural-sciences,physical-sciences,telecommunications,telephony
4g_lte	communications,electrical-engineering,engineering,mobile-telephony,natural-sciences,physical-sciences,telecommunications,telephony
4gl	computing,engineering,mathematics,natural-sciences,physical-sciences,programming,sciences
4ktro	computing,demoscene,engineering,lifestyle,mathematics,natural-sciences,physical-sciences,sciences
4l	law
4th_cir.	law
4to	media,printing,publishing
4wd	automotive,transport,vehicles
4ws	automotive,transport,vehicles
4x	games,gaming
4x2	automotive,transport,vehicles
4x4	automotive,transport,vehicles
4x4x4	automotive,transport,vehicles
5-cell	geometry,mathematics,sciences
5-gon	geometry,mathematics,sciences
5-ht	biochemistry,biology,chemistry,microbiology,natural-sciences,physical-sciences
5-k	hobbies,lifestyle,sports
5-methoxy-dimethyltryptamine	chemistry,natural-sciences,organic-chemistry,physical-sciences
5/4	entertainment,lifestyle,music
5/8	entertainment,lifestyle,music
50-gon	geometry,mathematics,sciences
50/30/20_rule	business,finance
500	card-games,games
5000_metres	athletics,hobbies,lifestyle,sports
500_rum	card-games,games
501(c)(3)	economics,government,sciences,taxation
501(c)(4)	economics,government,politics,sciences,taxation
50501	government,politics
50_burger	hobbies,lifestyle,sports
50k	athletics,hobbies,lifestyle,sports
512th_note	entertainment,lifestyle,music
5160	engineering,metallurgy,natural-sciences,physical-sciences
52100	engineering,metallurgy,natural-sciences,physical-sciences
52verse	lifestyle
540	hobbies,lifestyle,sports
555	fiction,literature,media,publishing
57-cell	mathematics,sciences
5fdp	entertainment,lifestyle,music
5g	communications,electrical-engineering,engineering,mobile-telephony,natural-sciences,physical-sciences,telecommunications,telephony
5gl	computing,engineering,mathematics,natural-sciences,physical-sciences,programming,sciences
5k	athletics,computing,engineering,hobbies,lifestyle,mathematics,natural-sciences,physical-sciences,sciences,sports
5th_cir.	law
5w	journalism,media
5′_cap	biochemistry,biology,chemistry,microbiology,natural-sciences,physical-sciences
5′_end	biochemistry,biology,chemistry,genetics,medicine,microbiology,natural-sciences,physical-sciences,sciences
6-2-1_rule	lifestyle
6-gon	geometry,mathematics,sciences
6/4	entertainment,lifestyle,music
6/8	entertainment,lifestyle,music
60-0	automotive,transport,vehicles
60-gon	geometry,mathematics,sciences
600-cell	geometry,mathematics,sciences
621	lifestyle
637	government,military,nautical,politics,transport,war
64-pounder	nautical,transport
64mo	media,printing,publishing
64th_note	entertainment,lifestyle,music
68	food,lifestyle,sexology,sexuality
68-95-99.7_rule	mathematics,sciences,statistics
688	government,military,nautical,politics,transport,war
6in4	computing,engineering,mathematics,natural-sciences,networking,physical-sciences,sciences
6mo	media,printing,publishing
6th_cir.	law
6to	media,printing,publishing
6x6	automotive,transport,vehicles
7-10_split	bowling,hobbies,lifestyle,sports
7-38-55_rule	communication,communications
7-6_suspension	entertainment,lifestyle,music
7-7-7_rule	broadcasting,media
7-bit	computing,engineering,mathematics,natural-sciences,physical-sciences,sciences
7-day_fever	medicine,sciences
7-dehydrocholesterol	biochemistry,biology,chemistry,microbiology,natural-sciences,physical-sciences
7-eleven	Christianity,lifestyle,religion
7-gon	geometry,mathematics,sciences
7-hydroxymitragynine	chemistry,natural-sciences,organic-chemistry,physical-sciences
70-gon	geometry,mathematics,sciences
720	hobbies,lifestyle,sports
737	aeronautics,aerospace,aviation,business,engineering,natural-sciences,physical-sciences
75	government,military,politics,war
757	aeronautics,aerospace,aviation,business,engineering,natural-sciences,physical-sciences
777	aeronautics,aerospace,aviation,business,engineering,natural-sciences,physical-sciences
782_gear	government,military,politics,war
7th_cir.	law
8-1-1	communications,electrical-engineering,engineering,natural-sciences,physical-sciences,telecommunications,telephony
8-bit	computer-graphics,computing,engineering,entertainment,lifestyle,mathematics,music,natural-sciences,physical-sciences,sciences
8-cell	geometry,mathematics,sciences
8-foot	ball-games,curling,games,hobbies,lifestyle,sports
8-gon	geometry,mathematics,sciences
8-stop	card-games,games
8.3	computing,engineering,mathematics,natural-sciences,physical-sciences,sciences
80-gon	geometry,mathematics,sciences
800_metres	athletics,hobbies,lifestyle,sports
802.11i	communications,electrical-engineering,engineering,natural-sciences,physical-sciences,telecommunications
808	dancing,entertainment,hip-hop,hobbies,lifestyle,music,sports
811	communications,electrical-engineering,engineering,natural-sciences,physical-sciences,telecommunications,telephony
8514/a	computing,engineering,mathematics,natural-sciences,physical-sciences,sciences
8514/adapter	computing,engineering,mathematics,natural-sciences,physical-sciences,sciences
8646	government,politics
8647	government,politics
88	government,military,politics,war
880_ammonia	chemistry,inorganic-chemistry,natural-sciences,physical-sciences
8_ball	ball-games,billiards,games,hobbies,lifestyle,sports
8dr	computing,engineering,mathematics,natural-sciences,physical-sciences,sciences
8n1	computing,engineering,mathematics,natural-sciences,physical-sciences,sciences
8th_cir.	law
8th_note	entertainment,lifestyle,music
8vo	media,printing,publishing
8x8	automotive,transport,vehicles
8x8x8	automotive,transport,vehicles
9-8_suspension	entertainment,lifestyle,music
9-gon	geometry,mathematics,sciences
9/11sona	lifestyle
9/8	entertainment,lifestyle,music
90-gon	geometry,mathematics,sciences
900	hobbies,lifestyle,sports
905	geography,natural-sciences
